#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Saccharomyces cerevisiae YJM1332","Eukaryota;Fungi;Ascomycetes","YJM1332","SAMN01923162","PRJNA189896","GCA_000977145.2"," Chromosome",12.2673,38.426,"chromosome I:CP004461.2; chromosome II:CP004643.2; chromosome III:CP006290.2; chromosome IV:CP004711.2; chromosome V:CP004806.2; chromosome VI:CP004941.2; chromosome VII:CP005245.2; chromosome VIII:CP006078.2; chromosome IX:CP005034.2; chromosome X:CP005147.2; chromosome XI:CP005342.1; chromosome XII:CP006394.1; chromosome XIII:CP005443.2; chromosome XIV:CP005545.2; chromosome XV:CP005639.2; chromosome XVI:CP006170.2; plasmid 2 micron:CP004544.1; mitochondrion MT:CP006525.1",,18,5462,"2015-02-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/977/145/GCA_000977145.2_Sc_YJM1332_v1",
"Candida albicans","Eukaryota;Fungi;Ascomycetes","NCYC 4146","SAMN11464301","PRJNA543143","GCA_005890745.1"," Chromosome",15.4847,33.5889,"chromosome 1:CM016738.1; chromosome 2:CM016739.1; chromosome 3:CM016740.1; chromosome 4:CM016741.1; chromosome 5:CM016742.1; chromosome 6:CM016743.1; chromosome 7:CM016744.1; chromosome R:CM016745.1","VBUZ01",8,0,"2019-05-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/890/745/GCA_005890745.1_ASM589074v1",
"Plasmodium falciparum","Eukaryota;Protists;Apicomplexans","","SAMEA3448425","PRJEB8808","GCA_900632095.1"," Chromosome",22.7498,19.1653,"chromosome 1:LR131466.1; chromosome 2:LR131467.1; chromosome 3:LR131468.1; chromosome 4:LR131469.1; chromosome 5:LR131470.1; chromosome 6:LR131471.1; chromosome 7:LR131472.1; chromosome 8:LR131473.1; chromosome 9:LR131474.1; chromosome 10:LR131475.1; chromosome 11:LR131476.1; chromosome 12:LR131477.1; chromosome 13:LR131478.1; mitochondrion 14:LR131479.1; apicoplast 15:LR131480.1","UZWP01",19,0,"2018-12-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/632/095/GCA_900632095.1_PfSD01-3",
"Drosophila melanogaster","Eukaryota;Animals;Insects","A3","SAMN08026569","PRJNA418342","GCA_003401795.1"," Chromosome",133.342,42.0825,"chromosome X:CM010548.1; chromosome 2L:CM010549.1; chromosome 2R:CM010550.1; chromosome 3L:CM010551.1; chromosome 3R:CM010552.1; chromosome 4:CM010553.1; mitochondrion MT:CM010554.1","PGRL01",44,0,"2018-08-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/401/795/GCA_003401795.1_ASM340179v1",
"Mus musculus","Eukaryota;Animals;Mammals","C3H/HeJ","SAMN04489818","PRJNA310854","GCA_001632575.1"," Chromosome",2701.13,42.6537,"chromosome 1:CM004235.1; chromosome 2:CM004236.1; chromosome 3:CM004237.1; chromosome 4:CM004238.1; chromosome 5:CM004239.1; chromosome 6:CM004240.1; chromosome 7:CM004241.1; chromosome 8:CM004242.1; chromosome 9:CM004243.1; chromosome 10:CM004244.1; chromosome 11:CM004245.1; chromosome 12:CM004246.1; chromosome 13:CM004247.1; chromosome 14:CM004248.1; chromosome 15:CM004249.1; chromosome 16:CM004250.1; chromosome 17:CM004251.1; chromosome 18:CM004252.1; chromosome 19:CM004253.1; chromosome X:CM004254.1; mitochondrion MT:CM004255.1","LVXL01",4069,0,"2016-04-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/632/575/GCA_001632575.1_C3H_HeJ_v1",
"Homo sapiens","Eukaryota;Animals;Mammals","NA12878","SAMN05181962","PRJNA323611","GCA_002077035.3"," Chromosome",3088.21,41.5787,"chromosome 1:CM009447.1; chromosome 2:CM009448.1; chromosome 3:CM009449.1; chromosome 4:CM009450.1; chromosome 5:CM009451.1; chromosome 6:CM009452.1; chromosome 7:CM009453.1; chromosome 8:CM009454.1; chromosome 9:CM009455.1; chromosome 10:CM009456.1; chromosome 11:CM009457.1; chromosome 12:CM009458.1; chromosome 13:CM009459.1; chromosome 14:CM009460.1; chromosome 15:CM009461.1; chromosome 16:CM009462.1; chromosome 17:CM009463.1; chromosome 18:CM009464.1; chromosome 19:CM009465.1; chromosome 20:CM009466.1; chromosome 21:CM009467.1; chromosome 22:CM009468.1; chromosome X:CM009469.1","NBMU01",2221,0,"2017-04-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/077/035/GCA_002077035.3_NA12878_prelim_3.0",
"Cryptococcus neoformans var. grubii","Eukaryota;Fungi;Basidiomycetes","C45","SAMN10848919","PRJNA517966","GCA_010065305.1"," Chromosome",18.8913,48.1473,"chromosome 2:CM021059.1; chromosome 4:CM021060.1; chromosome 5:CM021061.1; chromosome 6:CM021062.1; chromosome 7:CM021063.1; chromosome 8:CM021064.1; chromosome 9:CM021065.1; chromosome 10:CM021066.1; chromosome 12:CM021067.1; chromosome 13:CM021068.1; chromosome 14:CM021069.1; chromosome (11;3):CM021070.1; chromosome (3;11):CM021071.1; mitochondrion MT:CM021143.1","JAACIU01",16,0,"2020-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/065/305/GCA_010065305.1_BROAD_CneoA_C45_1",
"Plasmodium yoelii","Eukaryota;Protists;Apicomplexans","1AR","SAMEA1712521","PRJEB1062","GCA_900617855.1"," Chromosome",22.4599,21.751,"chromosome 1:LR129784.1; chromosome 2:LR129785.1; chromosome 3:LR129786.1; chromosome 4:LR129787.1; chromosome 5:LR129788.1; chromosome 6:LR129789.1; chromosome 7:LR129790.1; chromosome 8:LR129791.1; chromosome 9:LR129792.1; chromosome 10:LR129793.1; chromosome 11:LR129794.1; chromosome 12:LR129795.1; chromosome 13:LR129796.1; chromosome 14:LR129797.1","UYIA01",2475,0,"2018-11-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/617/855/GCA_900617855.1_Pyy1AR-2",
"Yarrowia lipolytica PO1f","Eukaryota;Fungi;Ascomycetes","PO1f","SAMN02731087","PRJNA233955","GCA_000590845.2"," Chromosome",20.6238,49.0096,"chromosome A:CM002778.1; chromosome B:CM002779.1; chromosome C:CM002780.1; chromosome D:CM002781.1; chromosome E:CM002782.1; chromosome F:CM002783.1","JAFI02",6,0,"2014-03-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/590/845/GCA_000590845.2_PO1f_A5_AB_scf",
"Aspergillus flavus","Eukaryota;Fungi;Ascomycetes","K49","SAMN14350208","PRJNA607981","GCA_012896705.1"," Chromosome",37.2717,47.9929,"chromosome 1:CP051075.1; chromosome 2:CP051076.1; chromosome 3:CP051077.1; chromosome 4:CP051078.1; chromosome 5:CP051079.1; chromosome 6:CP051080.1; chromosome 7:CP051081.1; chromosome 8:CP051082.1",,8,0,"2020-04-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/896/705/GCA_012896705.1_ASM1289670v1",
"Canis lupus","Eukaryota;Animals;Mammals","","SAMEA6249895","PRJEB31489","GCA_902724085.1"," Chromosome",0.016129,39.4,"chromosome 1:LR745073.1",,1,0,"2020-01-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/724/085/GCA_902724085.1_BELA-37371",
"Zymoseptoria tritici","Eukaryota;Fungi;Ascomycetes","Zt05","SAMN04494882","PRJNA414407","GCA_002937425.1"," Chromosome",41.9532,51.9696,"chromosome 1:CM009539.1; chromosome 2:CM009540.1; chromosome 3:CM009541.1; chromosome 4:CM009542.1; chromosome 5:CM009543.1; chromosome 6:CM009544.1; chromosome 9:CM009545.1; chromosome 10:CM009546.1; chromosome 11:CM009547.1; chromosome 12:CM009548.1; chromosome 13:CM009549.1; chromosome 15:CM009550.1; chromosome 16:CM009551.1; chromosome 17:CM009552.1; chromosome 18:CM009553.1; chromosome 19:CM009554.1; chromosome 20:CM009555.1; chromosome 21:CM009556.1","PEBP01",62,0,"2018-02-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/937/425/GCA_002937425.1_ASM293742v1",
"Oryzias latipes","Eukaryota;Animals;Fishes","Hd-rR","SAMD00036523","PRJNA16702","GCA_000313675.1"," Chromosome",869.818,42.2741,,"BAAF04",7307,0,"2006-04-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/313/675/GCA_000313675.1_ASM31367v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/313/675/GCF_000313675.1_ASM31367v1"
"Canis lupus","Eukaryota;Animals;Mammals","","SAMEA6249897","PRJEB31489","GCA_902724055.1"," Chromosome",0.016129,39.3,"chromosome 1:LR745069.1",,1,0,"2020-01-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/724/055/GCA_902724055.1_BELA-37375",
"Aspergillus flavus","Eukaryota;Fungi;Ascomycetes","VCG4","SAMN14350212","PRJNA607981","GCA_012896275.1"," Chromosome",37.0478,48.287,"chromosome 1:CP051051.1; chromosome 2:CP051052.1; chromosome 3:CP051053.1; chromosome 4:CP051054.1; chromosome 5:CP051055.1; chromosome 6:CP051056.1; chromosome 7:CP051057.1; chromosome 8:CP051058.1",,8,0,"2020-04-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/896/275/GCA_012896275.1_ASM1289627v1",
"Macaca mulatta","Eukaryota;Animals;Mammals","","SAMN03857103","PRJNA253406","GCA_001270425.1"," Chromosome",11.7537,40.1,"chromosome Y:CM003438.1",,3,0,"2015-08-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/270/425/GCA_001270425.1_Mmul_Y_1.0",
"Plasmodium yoelii","Eukaryota;Protists;Apicomplexans","1.1","SAMEA1712526","PRJEB1062","GCA_900617845.1"," Chromosome",22.2765,21.7387,"chromosome 1:LR129770.1; chromosome 2:LR129771.1; chromosome 3:LR129772.1; chromosome 4:LR129773.1; chromosome 5:LR129774.1; chromosome 6:LR129775.1; chromosome 7:LR129776.1; chromosome 8:LR129777.1; chromosome 9:LR129778.1; chromosome 10:LR129779.1; chromosome 11:LR129780.1; chromosome 12:LR129781.1; chromosome 13:LR129782.1; chromosome 14:LR129783.1","UYHZ01",2308,0,"2018-11-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/617/845/GCA_900617845.1_Pyy1.1-2",
"Cryptococcus neoformans var. grubii","Eukaryota;Fungi;Basidiomycetes","Bt106","SAMN10848846","PRJNA517966","GCA_010065385.1"," Chromosome",19.0479,48.1821,"chromosome 1:CM021084.1; chromosome 5:CM021085.1; chromosome 6:CM021086.1; chromosome 7:CM021087.1; chromosome 8:CM021088.1; chromosome 9:CM021089.1; chromosome 11:CM021090.1; chromosome 12:CM021091.1; chromosome 13:CM021092.1; chromosome 14:CM021093.1; chromosome (10;4):CM021094.1; chromosome (11;3):CM021095.1; chromosome (3;11):CM021096.1; chromosome (4;10):CM021097.1","JAACIW01",18,0,"2020-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/065/385/GCA_010065385.1_BROAD_CneoA_Bt106_1",
"Homo sapiens","Eukaryota;Animals;Mammals","CMT-001","SAMN00009513","PRJNA203659","GCA_001292825.2"," Chromosome",2872.3,41.0625,"chromosome 1:CM003472.2; chromosome 2:CM003473.1; chromosome 3:CM003474.2; chromosome 4:CM003475.1; chromosome 5:CM003476.2; chromosome 6:CM003477.2; chromosome 7:CM003478.2; chromosome 8:CM003479.2; chromosome 9:CM003480.2; chromosome 10:CM003481.2; chromosome 11:CM003482.2; chromosome 12:CM003483.2; chromosome 13:CM003484.2; chromosome 14:CM003485.2; chromosome 15:CM003486.2; chromosome 16:CM003487.2; chromosome 17:CM003488.2; chromosome 18:CM003489.1; chromosome 19:CM003490.2; chromosome 20:CM003491.2; chromosome 21:CM003492.2; chromosome 22:CM003493.2; chromosome X:CM003494.2; chromosome Y:CM003495.2","LIQK02",6553,0,"2015-09-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/292/825/GCA_001292825.2_HS1011_v1.1",
"Mus musculus","Eukaryota;Animals;Mammals","129S1/SvImJ","SAMN04489811","PRJNA310854","GCA_001624185.1"," Chromosome",2732.67,42.7637,"chromosome 1:CM003934.1; chromosome 2:CM003935.1; chromosome 3:CM003936.1; chromosome 4:CM003937.1; chromosome 5:CM003938.1; chromosome 6:CM003939.1; chromosome 7:CM003940.1; chromosome 8:CM003941.1; chromosome 9:CM003942.1; chromosome 10:CM003943.1; chromosome 11:CM003944.1; chromosome 12:CM003945.1; chromosome 13:CM003946.1; chromosome 14:CM003947.1; chromosome 15:CM003948.1; chromosome 16:CM003949.1; chromosome 17:CM003950.1; chromosome 18:CM003951.1; chromosome 19:CM003952.1; chromosome X:CM003953.1; mitochondrion MT:CM004179.1","LVXH01",7154,0,"2016-04-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/624/185/GCA_001624185.1_129S1_SvImJ_v1",
"Drosophila melanogaster","Eukaryota;Animals;Insects","A6","SAMN08026572","PRJNA418342","GCA_003401885.1"," Chromosome",133.227,42.1647,"chromosome X:CM010569.1; chromosome 2L:CM010570.1; chromosome 2R:CM010571.1; chromosome 3L:CM010572.1; chromosome 3R:CM010573.1; chromosome 4:CM010574.1; mitochondrion MT:CM010575.1","PGRO01",29,0,"2018-08-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/401/885/GCA_003401885.1_ASM340188v1",
"Plasmodium falciparum","Eukaryota;Protists;Apicomplexans","KH2","SAMEA3309819","PRJEB8808","GCA_900632015.1"," Chromosome",23.1246,19.2884,"chromosome 1:LR131306.1; chromosome 2:LR131307.1; chromosome 3:LR131308.1; chromosome 4:LR131309.1; chromosome 5:LR131310.1; chromosome 6:LR131311.1; chromosome 7:LR131312.1; chromosome 8:LR131313.1; chromosome 9:LR131314.1; chromosome 10:LR131315.1; chromosome 11:LR131316.1; chromosome 12:LR131317.1; chromosome 13:LR131318.1; chromosome 14:LR131319.1; mitochondrion 15:LR131320.1; apicoplast 16:LR131321.1","UZWF01",21,0,"2018-12-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/632/015/GCA_900632015.1_PfKH02-3",
"Candida albicans WO-1","Eukaryota;Fungi;Ascomycetes","WO-1","SAMN02953609","PRJNA16373","GCA_000149445.2"," Chromosome",14.473,33.506,"chromosome 3:CM000310.1; chromosome 5:CM000311.1; chromosome 6:CM000312.1; chromosome 7:CM000313.1; chromosome R:CM000309.1","AAFO01",17,5752,"2006-03-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/445/GCA_000149445.2_ASM14944v2",
"Saccharomyces cerevisiae YJM996","Eukaryota;Fungi;Ascomycetes","YJM996","SAMN01923146","PRJNA189880","GCA_000976665.2"," Chromosome",12.6958,38.6096,"chromosome I:CP004443.2; chromosome II:CP004602.2; chromosome III:CP006364.2; chromosome IV:CP004693.2; chromosome V:CP004787.2; chromosome VI:CP004923.2; chromosome VII:CP005227.2; chromosome VIII:CP006152.2; chromosome IX:CP005015.2; chromosome X:CP005110.2; chromosome XI:CP005324.2; chromosome XII:CP006468.1; chromosome XIII:CP005425.2; chromosome XIV:CP005527.2; chromosome XV:CP005621.2; chromosome XVI:CP006244.2; plasmid 2 micron:CP004529.1; mitochondrion MT:CP006507.1",,18,5474,"2015-02-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/976/665/GCA_000976665.2_Sc_YJM996_v1",
"Zea mays","Eukaryota;Plants;Land Plants","","SAMEA5313313","PRJEB31061","GCA_902167175.1"," Chromosome",2192.4,46.7944,"chromosome 1:LR627503.1; chromosome 2:LR627504.1; chromosome 3:LR627505.1; chromosome 4:LR627506.1; chromosome 5:LR627507.1; chromosome 6:LR627508.1; chromosome 7:LR627509.1; chromosome 8:LR627510.1; chromosome 9:LR627511.1; chromosome 10:LR627512.1","CABHLN01",739,0,"2020-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/167/175/GCA_902167175.1_Zm-M37W-REFERENCE-NAM-1.0",
"Oryza sativa Indica Group","Eukaryota;Plants;Land Plants","","SAMN12715984","PRJNA564572","GCA_009829395.1"," Chromosome",405.399,43.6544,"chromosome 1:CM020646.1; chromosome 2:CM020647.1; chromosome 3:CM020648.1; chromosome 4:CM020649.1; chromosome 5:CM020650.1; chromosome 6:CM020651.1; chromosome 7:CM020652.1; chromosome 8:CM020653.1; chromosome 9:CM020654.1; chromosome 10:CM020655.1; chromosome 11:CM020656.1; chromosome 12:CM020657.1","VXJH01",98,0,"2020-01-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/829/395/GCA_009829395.1_Os127564RS1",
"Arabidopsis thaliana","Eukaryota;Plants;Land Plants","","SAMEA5751964","PRJEB31147","GCA_902460295.1"," Chromosome",120.29,36.1365,"chromosome 1:LR699750.1; chromosome 2:LR699751.1; chromosome 3:LR699752.1; chromosome 4:LR699753.1; chromosome 5:LR699754.1","CABPTI01",94,0,"2019-08-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/460/295/GCA_902460295.1_Arabidopsis_thaliana_Sha",
"Arabidopsis thaliana","Eukaryota;Plants;Land Plants","","SAMEA5751961","PRJEB31147","GCA_902460315.1"," Chromosome",120.795,36.1309,"chromosome 1:LR699765.1; chromosome 2:LR699766.1; chromosome 3:LR699767.1; chromosome 4:LR699768.1; chromosome 5:LR699769.1","CABPTL01",142,0,"2019-08-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/460/315/GCA_902460315.1_Arabidopsis_thaliana_Eri-1",
"Oryza sativa Indica Group","Eukaryota;Plants;Land Plants","","SAMN04274565","PRJNA302543","GCA_001623365.2"," Chromosome",387.424,43.6064,"chromosome 1:CM003922.2; chromosome 2:CM003923.2; chromosome 3:CM003924.2; chromosome 4:CM003925.2; chromosome 5:CM003926.2; chromosome 6:CM003927.2; chromosome 7:CM003928.2; chromosome 8:CM003929.2; chromosome 9:CM003930.2; chromosome 10:CM003931.2; chromosome 11:CM003932.2; chromosome 12:CM003933.2","LNNK02",19,0,"2016-04-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/623/365/GCA_001623365.2_MH63RS2",
"Zea mays","Eukaryota;Plants;Land Plants","","SAMEA5313307","PRJEB31061","GCA_902167085.1"," Chromosome",2140.95,46.852,"chromosome 1:LR619269.1; chromosome 2:LR619270.1; chromosome 3:LR619271.1; chromosome 4:LR619272.1; chromosome 5:LR619273.1; chromosome 6:LR619274.1; chromosome 7:LR619275.1; chromosome 8:LR619276.1; chromosome 9:LR619277.1; chromosome 10:LR619278.1","CABHLG01",395,0,"2020-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/167/085/GCA_902167085.1_Zm-HP301-REFERENCE-NAM-1.0",
"Saccharomyces cerevisiae YJM1244","Eukaryota;Fungi;Ascomycetes","YJM1244","SAMN01923153","PRJNA189887","GCA_000976875.3"," Chromosome",12.6675,38.6072,"chromosome I:CP004452.2; chromosome II:CP004611.2; chromosome III:CP006281.2; chromosome IV:CP004702.2; chromosome V:CP004796.2; chromosome VI:CP004932.2; chromosome VII:CP005236.2; chromosome VIII:CP006069.2; chromosome IX:CP005024.2; chromosome X:CP005138.2; chromosome XI:CP005333.2; chromosome XII:CP006385.1; chromosome XIII:CP005434.2; chromosome XIV:CP005536.2; chromosome XV:CP005630.2; chromosome XVI:CP006161.2; plasmid 2 micron:CP004538.1; mitochondrion MT:CP006516.1",,18,5363,"2015-02-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/976/875/GCA_000976875.3_Sc_YJM1244_v1",
"Plasmodium falciparum","Eukaryota;Protists;Apicomplexans","","SAMEA2697755","PRJEB8808","GCA_900631975.1"," Chromosome",22.7883,19.2515,"chromosome 1:LR131354.1; chromosome 2:LR131355.1; chromosome 3:LR131356.1; chromosome 4:LR131357.1; chromosome 5:LR131358.1; chromosome 6:LR131359.1; chromosome 7:LR131360.1; chromosome 8:LR131361.1; chromosome 9:LR131362.1; chromosome 10:LR131363.1; chromosome 11:LR131364.1; chromosome 12:LR131365.1; chromosome 13:LR131366.1; chromosome 14:LR131367.1; mitochondrion 15:LR131368.1; apicoplast 16:LR131369.1","UZWI01",21,0,"2018-12-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/631/975/GCA_900631975.1_PfKE01-3",
"Drosophila melanogaster","Eukaryota;Animals;Insects","A7","SAMN08026573","PRJNA418342","GCA_003401915.1"," Chromosome",146.861,41.9974,"chromosome X:CM010576.1; chromosome 2L:CM010577.1; chromosome 2R:CM010578.1; chromosome 3L:CM010579.1; chromosome 3R:CM010580.1; chromosome 4:CM010581.1; mitochondrion MT:CM010582.1","PGRP01",263,0,"2018-08-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/401/915/GCA_003401915.1_ASM340191v1",
"Mus musculus","Eukaryota;Animals;Mammals","DBA/2J","SAMN04489824","PRJNA310854","GCA_001624505.1"," Chromosome",2606.16,42.5457,"chromosome 1:CM004034.1; chromosome 2:CM004035.1; chromosome 3:CM004036.1; chromosome 4:CM004037.1; chromosome 5:CM004038.1; chromosome 6:CM004039.1; chromosome 7:CM004040.1; chromosome 8:CM004041.1; chromosome 9:CM004042.1; chromosome 10:CM004043.1; chromosome 11:CM004044.1; chromosome 12:CM004045.1; chromosome 13:CM004046.1; chromosome 14:CM004047.1; chromosome 15:CM004048.1; chromosome 16:CM004049.1; chromosome 17:CM004050.1; chromosome 18:CM004051.1; chromosome 19:CM004052.1; chromosome X:CM004053.1; mitochondrion MT:CM004183.1","LVXP01",4105,0,"2016-04-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/624/505/GCA_001624505.1_DBA_2J_v1",
"Homo sapiens","Eukaryota;Animals;Mammals","CHM1","SAMN02205338","PRJNA176729","GCA_000306695.2"," Chromosome",3037.87,41.5359,"chromosome 1:CM001609.2; chromosome 2:CM001610.2; chromosome 3:CM001611.2; chromosome 4:CM001612.2; chromosome 5:CM001613.2; chromosome 6:CM001614.2; chromosome 7:CM001615.2; chromosome 8:CM001616.2; chromosome 9:CM001617.2; chromosome 10:CM001618.2; chromosome 11:CM001619.2; chromosome 12:CM001620.2; chromosome 13:CM001621.2; chromosome 14:CM001622.2; chromosome 15:CM001623.2; chromosome 16:CM001624.2; chromosome 17:CM001625.2; chromosome 18:CM001626.2; chromosome 19:CM001627.2; chromosome 20:CM001628.2; chromosome 21:CM001629.2; chromosome 22:CM001630.2; chromosome X:CM001631.2; mitochondrion MT:CM001971.1","AMYH02",163,0,"2012-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/306/695/GCA_000306695.2_CHM1_1.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/306/695/GCF_000306695.2_CHM1_1.1"
"Cryptococcus neoformans var. grubii","Eukaryota;Fungi;Basidiomycetes","A5-35-17","SAMN10848834","PRJNA517966","GCA_010065405.1"," Chromosome",18.9339,48.2091,"chromosome 1:CM021072.1; chromosome 2:CM021073.1; chromosome 4:CM021074.1; chromosome 5:CM021075.1; chromosome 7:CM021076.1; chromosome 9:CM021077.1; chromosome 10:CM021078.1; chromosome 12:CM021079.1; chromosome 13:CM021080.1; chromosome 14:CM021081.1; chromosome (11;3):CM021082.1; chromosome (3;11):CM021083.1","JAACIX01",16,0,"2020-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/065/405/GCA_010065405.1_BROAD_Cneof_A5-35-17_1",
"Plasmodium yoelii","Eukaryota;Protists;Apicomplexans","YM","SAMEA655836","PRJEB5705","GCA_900002395.1"," Chromosome",22.0317,22.3826,"chromosome 1:LK934629.1; chromosome 2:LK934630.1; chromosome 3:LK934631.1; chromosome 4:LK934632.1; chromosome 5:LK934633.1; chromosome 6:LK934634.1; chromosome 7:LK934635.1; chromosome 8:LK934636.1; chromosome 9:LK934637.1; chromosome 10:LK934638.1; chromosome 11:LK934639.1; chromosome 12:LK934640.1; chromosome 13:LK934641.1; chromosome 14:LK934642.1; mitochondrion MIT:LK934644.1; apicoplast API:LK934643.1",,197,5654,"2014-08-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/002/395/GCA_900002395.1_PYYM01",
"Aspergillus flavus","Eukaryota;Fungi;Ascomycetes","AF36","SAMN14350206","PRJNA607981","GCA_012897275.1"," Chromosome",37.6422,47.6175,"chromosome 1:CP051019.1; chromosome 2:CP051020.1; chromosome 3:CP051021.1; chromosome 4:CP051022.1; chromosome 5:CP051023.1; chromosome 6:CP051024.1; chromosome 7:CP051025.1; chromosome 8:CP051026.1",,8,0,"2020-04-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/897/275/GCA_012897275.1_ASM1289727v1",
